time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z
1777993833.9423752,34,0.2279,0,-9.1765,0.1045,-1.3348,0.015663,0.0060,12.52,5.78,-0.68
1777993834.188513,35,0.2270,0,-10.7952,0.0810,-1.7288,0.006683,0.0054,20.16,4.01,-1.06
1777993834.4507942,36,0.2277,0,-11.7067,0.0675,-2.1630,0.003312,0.0063,23.71,1.88,-0.52
1777993834.7273746,37,0.2289,0,-12.3473,0.0577,-2.6193,0.000490,0.0069,26.42,-0.00,0.12
1777993834.9944017,38,0.2301,0,-12.6506,0.0527,-3.0753,0.000237,0.0054,28.16,-1.13,0.61
1777993835.2582586,39,0.2295,0,-13.1059,0.0457,-3.5368,0.001884,0.0122,27.91,-2.00,1.04
1777993835.5167613,40,0.2261,0,-14.0368,0.0325,-4.0265,0.007111,0.0070,25.46,-3.17,1.29
1777993835.7779043,41,0.2212,0,-15.2498,0.0160,-4.5558,0.010111,0.0084,19.54,-5.08,1.07
1777993836.0432544,42,0.2188,0,-16.0200,0.0056,-5.1006,0.006764,0.0074,12.20,-7.03,0.80
1777993836.315399,43,0.2219,0,-14.4670,0.0262,-5.5314,0.039353,0.0059,5.04,-7.32,0.81
1777993836.5872495,44,0.2300,0,-10.8552,0.0757,-5.7280,0.096006,0.0059,0.72,-4.03,0.29
1777993836.8545094,45,0.2390,0,-7.0937,0.1286,-5.6777,0.095406,0.0053,1.96,4.90,-1.43
1777993837.1087961,46,0.2437,0,-3.9367,0.1729,-5.4210,0.044385,0.0056,8.76,17.96,-6.23
1777993837.3749897,47,0.2436,0,-1.4669,0.2065,-5.0143,0.014180,0.0047,18.52,30.97,-13.56
1777993837.6511672,48,0.2403,0,0.3264,0.2294,-4.5156,0.004858,0.0068,28.12,41.25,-21.47
1777993837.9074237,49,0.2363,0,1.5096,0.2429,-3.9730,0.001432,0.0057,35.18,47.50,-27.89
1777993838.1778975,50,0.2338,0,1.7892,0.2434,-3.4466,0.000844,0.0063,37.07,49.08,-29.78
1777993838.4492393,51,0.2310,0,0.4708,0.2218,-3.0377,0.004949,0.0127,36.07,46.70,-28.18
1777993838.7141347,52,0.2275,0,-0.7052,0.2027,-2.7288,0.005241,0.0054,35.17,42.32,-25.46
1777993838.9699912,53,0.2245,0,-1.4656,0.1897,-2.4862,0.003102,0.0047,34.02,38.21,-22.61
1777993839.2372966,54,0.2216,0,-2.0254,0.1797,-2.2928,0.000483,0.0119,32.07,36.12,-20.27
1777993839.490659,55,0.2188,0,-1.9886,0.1779,-2.1089,0.000354,0.0048,27.23,36.12,-17.07
1777993839.768196,56,0.2158,0,-2.1313,0.1737,-1.9445,0.000502,0.0040,18.37,34.88,-11.71
1777993840.0332057,57,0.2131,0,-2.8742,0.1620,-1.8335,0.003872,0.0047,7.85,30.54,-5.72
1777993840.2913895,58,0.2111,0,-4.9496,0.1336,-1.8503,0.023312,0.0056,-0.70,22.29,-1.53
1777993840.5615237,59,0.2113,0,-7.7142,0.0969,-2.0296,0.041497,0.0055,-5.85,11.55,-0.01
1777993840.8205588,60,0.2138,0,-10.8442,0.0555,-2.3899,0.049250,0.0057,-8.77,0.92,-0.38
1777993841.0894053,61,0.2169,0,-14.3755,0.0088,-2.9518,0.040122,0.0066,-10.21,-8.14,-1.72
1777993841.3644402,62,0.2196,0,-17.4042,-0.0312,-3.6776,0.029924,0.0054,-11.37,-13.95,-2.87
1777993841.6507974,63,0.2213,0,-19.6811,-0.0611,-4.5123,0.013900,0.0152,-12.10,-17.37,-3.69
1777993841.9131284,64,0.2220,0,-20.2789,-0.0682,-5.3448,0.007186,0.0125,-13.14,-18.70,-4.23
1777993842.1711583,65,0.2218,0,-18.3924,-0.0422,-6.0195,0.035782,0.0053,-14.37,-17.84,-4.23
1777993842.4423974,66,0.2209,0,-14.6065,0.0086,-6.4273,0.076302,0.0053,-15.18,-14.25,-3.46
1777993842.6960964,67,0.2188,0,-10.2746,0.0653,-6.5497,0.079469,0.0061,-15.65,-7.53,-2.10
1777993842.9699168,68,0.2149,0,-6.7126,0.1104,-6.4522,0.046080,0.0047,-13.47,2.06,-0.59
1777993843.2329261,69,0.2095,0,-4.1786,0.1409,-6.2133,0.015254,0.0050,-7.25,12.99,-0.67
1777993843.50206,70,0.2033,0,-2.6122,0.1583,-5.9016,0.002155,0.0046,3.40,22.84,-4.49
1777993843.7656868,71,0.1977,0,-1.9342,0.1644,-5.5723,0.000239,0.0073,16.52,30.32,-11.14
1777993844.0407,72,0.1929,0,-1.5407,0.1671,-5.2417,0.000390,0.0140,28.18,35.90,-18.82
1777993844.3104768,73,0.1885,0,-1.1299,0.1698,-4.9089,0.000508,0.0102,36.56,39.23,-25.46
1777993844.5775363,74,0.1847,0,-0.2488,0.1777,-4.5495,0.001909,0.0069,38.73,41.57,-27.97
1777993844.8499079,75,0.1806,0,1.0390,0.1898,-4.1459,0.003420,0.0061,36.51,43.89,-27.09
1777993845.1271386,76,0.1752,0,1.3466,0.1910,-3.7513,0.003394,0.0079,35.48,45.65,-26.96
1777993845.3933296,77,0.1702,0,0.2712,0.1781,-3.4297,0.011072,0.0049,37.34,47.09,-29.22
1777993845.663927,78,0.1683,0,-2.5892,0.1474,-3.2567,0.020832,0.0064,43.14,49.04,-35.42
1777993845.9367163,79,0.1733,0,-5.8086,0.1124,-3.2456,0.010043,0.0058,53.45,50.99,-46.64
1777993846.2065852,80,0.1848,0,-7.6645,0.0905,-3.3378,0.008719,0.0062,66.20,52.33,-61.33
1777993846.4786003,81,0.1955,0,-9.9274,0.0629,-3.5601,0.011733,0.0114,82.10,53.33,-80.79
1777993846.7374403,82,0.2026,0,-5.2971,0.1185,-3.5240,0.011309,0.0089,90.44,54.15,-90.90
1777993847.0194829,83,0.2046,0,6.9794,0.2678,-2.7970,0.005666,0.0095,86.91,57.10,-86.45
1777993847.2803998,84,0.2021,0,13.8120,0.3474,-1.7289,0.004152,0.0149,85.53,59.16,-84.70
1777993847.53588,85,0.2003,0,8.1704,0.2754,-1.0308,0.006863,0.0083,97.20,58.06,-98.24
1777993847.8525124,86,0.2012,0,5.7578,0.2429,-0.4991,0.006952,0.0364,94.19,56.97,-94.65
1777993848.0803382,87,0.2034,0,4.0507,0.2191,-0.0868,0.007198,0.0114,82.45,54.55,-80.56
1777993848.3512619,88,0.2059,0,0.4121,0.1715,0.0994,0.008296,0.0050,68.25,48.59,-62.90
1777993848.6241815,89,0.2074,0,-3.5872,0.1195,0.0458,0.024736,0.0064,52.02,39.71,-42.42
1777993848.8918846,90,0.2054,0,-6.7945,0.0785,-0.1873,0.052295,0.0066,35.92,28.46,-23.74
1777993849.1633294,91,0.2001,0,-9.8333,0.0411,-0.5713,0.059889,0.0056,22.79,17.01,-10.66
1777993849.4212253,92,0.1928,0,-13.2404,0.0012,-1.1059,0.037650,0.0064,12.98,8.32,-4.20
1777993849.7019136,93,0.1857,0,-16.6413,-0.0367,-1.7738,0.024357,0.0121,3.83,1.57,-1.74
1777993849.9728858,94,0.1810,0,-19.8637,-0.0713,-2.5603,0.026036,0.0059,-2.47,-4.13,-1.32
1777993850.2264948,95,0.1795,0,-22.6267,-0.1003,-3.4464,0.020387,0.0058,-6.61,-8.86,-1.59
1777993850.5002813,96,0.1815,0,-24.8621,-0.1236,-4.4174,0.008215,0.0065,-9.06,-12.35,-1.99
1777993850.770497,97,0.1840,0,-26.1679,-0.1366,-5.4259,0.000672,0.0065,-8.90,-14.00,-2.17
1777993851.0420687,98,0.1861,0,-26.5394,-0.1393,-6.4214,0.000141,0.0055,-7.93,-14.52,-2.00
1777993851.3163211,99,0.1875,0,-26.2885,-0.1349,-7.3676,0.001019,0.0057,-6.35,-14.05,-1.60
1777993851.5986545,100,0.1873,0,-25.0238,-0.1191,-8.2071,0.009664,0.0123,-3.72,-12.54,-1.05
1777993851.840957,101,0.1865,0,-22.6923,-0.0917,-8.8876,0.026339,0.0063,-0.58,-9.68,-0.62
1777993852.1175416,102,0.1844,0,-19.4073,-0.0543,-9.3650,0.039130,0.0056,2.43,-4.63,-0.49
1777993852.394445,103,0.1810,0,-15.6594,-0.0130,-9.6274,0.043032,0.0054,5.35,2.95,-0.95
1777993852.6585212,104,0.1767,0,-11.9536,0.0264,-9.6922,0.038909,0.0057,8.33,12.19,-2.64
1777993852.922153,105,0.1727,0,-8.5417,0.0615,-9.5894,0.024411,0.0055,12.45,21.14,-5.88
1777993853.1901762,106,0.1712,0,-5.7117,0.0899,-9.3572,0.009509,0.0049,17.77,28.17,-9.86
1777993853.4592884,107,0.1717,0,-3.9204,0.1075,-9.0491,0.001539,0.0057,24.20,32.48,-14.29
1777993853.733034,108,0.1736,0,-3.2104,0.1138,-8.7173,0.000229,0.0062,30.34,34.21,-18.46
1777993854.0085328,109,0.1761,0,-2.8885,0.1160,-8.3807,0.000101,0.0072,34.53,34.57,-21.40
1777993854.274304,110,0.1778,0,-2.7430,0.1163,-8.0491,0.000074,0.0067,36.74,34.59,-22.98
1777993854.5543883,111,0.1778,0,-2.4138,0.1185,-7.7154,0.000335,0.0119,33.99,36.02,-21.54
1777993854.8154762,112,0.1758,0,-1.5014,0.1269,-7.3539,0.003210,0.0063,23.62,37.79,-14.84
1777993855.0904222,113,0.1731,0,0.3869,0.1452,-6.9204,0.012047,0.0072,7.83,37.51,-4.68
1777993855.3594615,114,0.1708,0,2.5110,0.1655,-6.4078,0.011462,0.0058,-8.08,35.88,4.58
1777993855.6445801,115,0.1696,0,4.1366,0.1804,-5.8421,0.004295,0.0123,-20.04,32.92,10.99
1777993855.9084322,116,0.1690,0,5.0173,0.1875,-5.2592,0.000284,0.0054,-25.54,30.24,13.48
1777993856.1715152,117,0.1690,0,4.8736,0.1841,-4.7063,0.000162,0.0153,-25.99,29.38,13.46
1777993856.4548414,118,0.1700,0,4.4514,0.1779,-4.1937,0.000572,0.0121,-24.52,30.00,12.82
1777993856.7069502,119,0.1722,0,2.7078,0.1581,-3.7810,0.012169,0.0060,-16.57,32.49,9.14
1777993856.9940355,120,0.1761,0,0.2765,0.1307,-3.4986,0.021429,0.0107,-2.25,34.22,1.57
1777993857.254901,121,0.1798,0,-1.7795,0.1071,-3.3280,0.015706,0.0049,9.98,36.01,-5.73
1777993857.52597,122,0.1821,0,-3.5682,0.0864,-3.2546,0.002702,0.0053,22.34,36.89,-13.78
1777993857.798453,123,0.1826,0,-4.2136,0.0784,-3.2178,0.000194,0.0050,28.14,35.98,-17.42
1777993858.0709715,124,0.1825,0,-4.3552,0.0759,-3.1905,0.000343,0.0048,28.30,35.57,-17.32
1777993858.3421419,125,0.1818,0,-4.6269,0.0722,-3.1785,0.000328,0.0053,29.92,34.78,-18.14
1777993858.609629,126,0.1799,0,-5.0213,0.0671,-3.1867,0.000331,0.0056,30.28,34.09,-18.13
1777993858.8832371,127,0.1777,0,-5.3474,0.0629,-3.2104,0.000489,0.0061,29.88,33.58,-17.64
1777993859.1567214,128,0.1762,0,-6.1184,0.0541,-3.2707,0.002580,0.0057,28.99,32.30,-16.42
1777993859.4452524,129,0.1753,0,-8.1312,0.0324,-3.4265,0.011540,0.0127,28.96,28.44,-14.69
1777993859.7128468,130,0.1754,0,-10.4297,0.0078,-3.6883,0.019012,0.0054,28.30,22.03,-11.77
1777993859.990181,131,0.1763,0,-12.4789,-0.0139,-4.0416,0.016439,0.0055,27.28,15.48,-8.28
1777993860.2536232,132,0.1766,0,-13.6890,-0.0266,-4.4408,0.006406,0.0063,26.19,10.71,-5.39
1777993860.5336072,133,0.1762,0,-13.3029,-0.0223,-4.8045,0.009773,0.0081,26.79,10.25,-5.38
1777993860.7960126,134,0.1757,0,-12.0064,-0.0083,-5.0900,0.014290,0.0087,28.70,12.92,-7.35
1777993861.0687678,135,0.1752,0,-10.3296,0.0094,-5.2823,0.009003,0.0062,30.13,15.89,-9.26
1777993861.3395557,136,0.1749,0,-8.9066,0.0242,-5.3980,0.001384,0.0059,31.08,18.34,-10.76
1777993861.614545,137,0.1748,0,-8.4235,0.0290,-5.4860,0.000064,0.0055,31.32,19.13,-11.28
1777993861.8812585,138,0.1748,0,-8.3676,0.0293,-5.5683,0.000013,0.0062,31.33,19.18,-11.31
1777993862.1553419,139,0.1744,0,-8.4336,0.0283,-5.6507,0.000028,0.0061,31.31,19.10,-11.26
1777993862.4265726,140,0.1743,0,-8.4646,0.0277,-5.7316,0.000022,0.0057,31.30,19.03,-11.21
1777993862.7001815,141,0.1747,0,-8.4417,0.0276,-5.8089,0.000047,0.0048,31.29,18.97,-11.17
1777993862.9781208,142,0.1757,0,-7.8683,0.0334,-5.8561,0.002451,0.0072,31.78,20.21,-12.14
1777993863.2494419,143,0.1767,0,-6.5100,0.0474,-5.8359,0.013611,0.0063,34.90,25.18,-17.30
1777993863.5119722,144,0.1766,0,-5.1336,0.0615,-5.7495,0.021743,0.0127,45.10,33.90,-31.72
1777993863.783566,145,0.1759,0,-3.0463,0.0829,-5.5656,0.017841,0.0074,60.78,42.96,-52.77
1777993864.0582025,146,0.1755,0,0.9174,0.1238,-5.1970,0.008209,0.0078,77.78,50.21,-74.95
1777993864.3202498,147,0.1748,0,5.5814,0.1714,-4.6192,0.004256,0.0099,92.20,54.69,-93.01
1777993864.5964587,148,0.1740,0,2.4171,0.1366,-4.2193,0.003293,0.0095,110.85,52.96,-115.66
1777993864.8703356,149,0.1735,0,2.9507,0.1407,-3.8112,0.001240,0.0167,119.27,50.70,-125.95
1777993865.124606,150,0.1732,0,5.0646,0.1612,-3.3190,0.001133,0.0064,121.92,49.76,-129.24
1777993865.3992858,151,0.1753,0,6.6337,0.1760,-2.7672,0.000964,0.0148,123.59,49.15,-131.29
1777993865.6508195,152,0.1803,0,8.0070,0.1890,-2.1596,0.000832,0.0064,124.81,48.82,-132.74
1777993865.9277742,153,0.1877,0,8.5171,0.1926,-1.5355,0.000392,0.0102,125.57,48.51,-133.68
1777993866.1913164,154,0.1953,0,8.5806,0.1911,-0.9195,0.000307,0.0066,125.71,48.46,-133.84
1777993866.4562442,155,0.2019,0,8.4614,0.1873,-0.3252,0.000252,0.0054,125.86,48.36,-134.04
1777993866.7364767,156,0.2071,0,8.0625,0.1800,0.2276,0.000052,0.0119,126.16,48.07,-134.49
1777993866.996705,157,0.2104,0,7.9758,0.1767,0.7536,0.000012,0.0062,126.25,48.02,-134.61
1777993867.2569606,158,0.2125,0,7.9252,0.1738,1.2534,0.000028,0.0062,126.32,47.98,-134.70
1777993867.5219915,159,0.2117,0,7.6390,0.1679,1.7100,0.000158,0.0054,126.50,47.76,-134.99
1777993867.7863536,160,0.2087,0,7.4504,0.1634,2.1288,0.000152,0.0054,126.58,47.72,-135.09
1777993868.066019,161,0.2047,0,7.2141,0.1585,2.5084,0.000119,0.0055,124.25,49.01,-132.05
1777993868.3331277,162,0.1999,0,6.3065,0.1458,2.8143,0.000844,0.0073,112.72,51.00,-118.00
1777993868.5872064,163,0.1937,0,2.1295,0.0955,2.8766,0.009203,0.0060,95.87,49.12,-97.30
1777993868.8597765,164,0.1858,0,-4.1796,0.0241,2.6122,0.017644,0.0064,77.34,44.99,-73.66
1777993869.1196058,165,0.1782,0,-10.6592,-0.0455,2.0498,0.024754,0.0102,57.87,37.66,-47.67
1777993869.3916717,166,0.1722,0,-15.3537,-0.0935,1.3028,0.063044,0.0075,41.73,24.53,-23.86
1777993869.6548245,167,0.1709,0,-20.0407,-0.1406,0.3673,0.084699,0.0063,33.38,10.15,-8.72
1777993869.925538,168,0.1737,0,-23.8923,-0.1793,-0.7291,0.052960,0.0062,29.24,-0.66,-0.20
1777993870.1898599,169,0.1754,0,-27.0462,-0.2106,-1.9437,0.012496,0.0061,27.78,-6.42,3.31
1777993870.450111,170,0.1756,0,-27.9137,-0.2175,-3.1527,0.002301,0.0057,27.52,-7.64,3.96
1777993870.7210703,171,0.1697,0,-26.4983,-0.2009,-4.2151,0.010100,0.0053,28.03,-3.89,1.92
1777993870.9951215,172,0.1541,0,-25.7053,-0.1917,-5.1267,0.009862,0.0056,29.33,3.89,-2.67
1777993871.2547321,173,0.1304,0,-25.0853,-0.1854,-5.8773,0.016590,0.0052,31.65,14.81,-9.49
1777993871.522781,174,0.0988,1,-25.1989,-0.1854,-6.0627,0.049727,0.0054,34.16,26.17,-16.48
1777993871.7865107,175,0.0644,1,-32.2430,-0.1854,-6.2480,0.072285,0.0053,40.03,39.68,-27.58
1777993872.0734725,176,0.0364,1,-132.6334,-0.1854,-6.4334,0.016787,0.0129,145.41,22.68,-164.62
1777993872.3485646,177,0.0238,1,-108.1250,-0.1854,-6.6188,0.009855,0.0189,138.74,41.09,-149.58
1777993872.5920942,178,0.0217,1,-108.7842,-0.1854,-6.8041,0.011680,0.0084,140.05,39.64,-151.38
1777993872.863102,179,0.0208,1,-110.5405,-0.1854,-6.9895,0.013550,0.0087,140.99,38.05,-152.92
1777993873.1289098,180,0.0202,1,-113.4263,-0.1854,-7.1749,0.017405,0.0089,141.89,36.56,-154.34
1777993873.3905265,181,0.0200,1,-117.0368,-0.1854,-7.3602,0.023869,0.0076,142.54,35.35,-155.37
1777993873.6573548,182,0.0198,1,-121.7148,-0.1854,-7.5456,0.034192,0.0079,143.17,34.19,-156.30
1777993873.9246678,183,0.0197,1,-126.8389,-0.1854,-7.7310,0.048323,0.0074,143.69,33.25,-157.02
1777993874.1905553,184,0.0196,1,-132.0687,-0.1854,-7.9163,0.066019,0.0093,144.14,32.49,-157.57
1777993874.4528642,185,0.0196,1,-137.0406,-0.1854,-8.1017,0.086012,0.0122,144.50,31.91,-157.97
1777993874.7276144,186,0.0197,1,-141.3575,-0.1854,-8.2871,0.106226,0.0103,144.77,31.53,-158.21
1777993874.9874642,187,0.0197,1,-144.8318,-0.1854,-8.4724,0.124660,0.0093,144.96,31.32,-158.32
1777993875.2469978,188,0.0197,1,-147.2082,-0.1854,-8.6578,0.138404,0.0078,145.05,31.27,-158.33
1777993875.5290685,189,0.0196,1,-148.4423,-0.1854,-8.8432,0.146255,0.0142,145.06,31.36,-158.24
1777993875.7833815,190,0.0196,1,-148.8283,-0.1854,-9.0285,0.149354,0.0078,144.99,31.55,-158.08
1777993876.0658004,191,0.0196,1,-148.5907,-0.1854,-9.2139,0.148936,0.0161,144.86,31.85,-157.83
1777993876.3242843,192,0.0196,1,-148.0836,-0.1854,-9.3993,0.147178,0.0090,144.69,32.24,-157.52
1777993876.5832036,193,0.0196,1,-148.0836,-0.1854,-9.5846,0.000000,0.0000,144.68,32.22,-157.53
1777993876.844829,194,0.0196,1,-148.0836,-0.1854,-9.7700,0.000000,0.0000,144.66,32.22,-157.53
1777993877.1018584,195,0.0197,1,-148.0836,-0.1854,-9.9554,0.000000,0.0000,144.64,32.22,-157.52
1777993877.3755767,196,0.0197,1,-148.0836,-0.1854,-10.1407,0.000000,0.0000,144.62,32.22,-157.52
1777993877.6338305,197,0.0198,1,-148.0836,-0.1854,-10.3261,0.000000,0.0000,144.60,32.22,-157.51
